agent,time,x,y,z,original_x,original_y,original_z,attractive_force_x,attractive_force_y,attractive_force_z,repulsive_force_x,repulsive_force_y,repulsive_force_z,total_force_x,total_force_y,total_force_z,attractive_magnitude,repulsive_magnitude,total_magnitude,displacement_magnitude
0,25.0,19.0,6.2,0.0,19.0,6.0,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
1,25.0,19.0,12.8,0.0,19.0,13.0,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,0.0,0.0,-0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
2,25.0,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,25.0,0.0,0.0,6.2,0.0,0.0,6.0,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,25.2,19.0,6.4,0.0,19.0,6.2,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
1,25.2,19.0,12.6,0.0,19.0,12.8,0.0,0.0,-0.20000000000000048,0.0,0.0,0.0,0.0,0.0,-0.20000000000000048,0.0,0.20000000000000048,0.0,0.20000000000000048,0.20000000000000048
2,25.2,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,25.2,0.0,0.0,6.4,0.0,0.0,6.2,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,25.4,19.0,6.6000000000000005,0.0,19.0,6.4,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
1,25.4,19.0,12.4,0.0,19.0,12.6,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,0.0,0.0,-0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
2,25.4,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,25.4,0.0,0.0,6.6000000000000005,0.0,0.0,6.4,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,25.6,19.0,6.8,0.0,19.0,6.6,0.0,0.0,0.20000000000000018,0.0,0.0,0.0,0.0,0.0,0.20000000000000018,0.0,0.20000000000000018,0.0,0.20000000000000018,0.20000000000000018
1,25.6,19.0,12.200000000000001,0.0,19.0,12.4,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,0.0,0.0,-0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
2,25.6,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,25.6,0.0,0.0,6.8,0.0,0.0,6.6,0.0,0.0,0.20000000000000018,0.0,0.0,0.0,0.0,0.0,0.20000000000000018,0.20000000000000018,0.0,0.20000000000000018,0.20000000000000018
0,25.8,19.0,7.0,0.0,19.0,6.8,0.0,0.0,0.20000000000000018,0.0,0.0,0.0,0.0,0.0,0.20000000000000018,0.0,0.20000000000000018,0.0,0.20000000000000018,0.20000000000000018
1,25.8,19.0,12.0,0.0,19.0,12.2,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,0.0,0.0,-0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
2,25.8,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,25.8,0.0,0.0,7.0,0.0,0.0,6.8,0.0,0.0,0.20000000000000018,0.0,0.0,0.0,0.0,0.0,0.20000000000000018,0.20000000000000018,0.0,0.20000000000000018,0.20000000000000018
0,26.0,19.0,7.2,0.0,19.0,7.0,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
1,26.0,19.0,11.8,0.0,19.0,12.0,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,0.0,0.0,-0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
2,26.0,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,26.0,0.0,0.0,7.2,0.0,0.0,7.0,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,26.2,19.0,7.4,0.0,19.0,7.2,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
1,26.2,19.0,11.6,0.0,19.0,11.8,0.0,0.0,-0.20000000000000048,0.0,0.0,0.0,0.0,0.0,-0.20000000000000048,0.0,0.20000000000000048,0.0,0.20000000000000048,0.20000000000000048
2,26.2,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,26.2,0.0,0.0,7.4,0.0,0.0,7.2,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,26.4,19.0,7.6000000000000005,0.0,19.0,7.4,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
1,26.4,19.0,11.4,0.0,19.0,11.6,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,0.0,0.0,-0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
2,26.4,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,26.4,0.0,0.0,7.6000000000000005,0.0,0.0,7.4,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,26.6,19.0,7.8,0.0,19.0,7.6,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
1,26.6,19.0,11.200000000000001,0.0,19.0,11.4,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,0.0,0.0,-0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
2,26.6,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,26.6,0.0,0.0,7.8,0.0,0.0,7.6,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,26.8,19.0,8.0,0.0,19.0,7.8,0.0,0.0,0.20000000000000018,0.0,0.0,0.0,0.0,0.0,0.20000000000000018,0.0,0.20000000000000018,0.0,0.20000000000000018,0.20000000000000018
1,26.8,19.0,11.0,0.0,19.0,11.2,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,0.0,0.0,-0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
2,26.8,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,26.8,0.0,0.0,8.0,0.0,0.0,7.8,0.0,0.0,0.20000000000000018,0.0,0.0,0.0,0.0,0.0,0.20000000000000018,0.20000000000000018,0.0,0.20000000000000018,0.20000000000000018
0,27.0,19.0,8.2,0.0,19.0,8.0,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
1,27.0,19.0,10.8,0.0,19.0,11.0,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,0.0,0.0,-0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
2,27.0,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,27.0,0.0,0.0,8.2,0.0,0.0,8.0,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,27.2,19.0,8.4,0.0,19.0,8.2,0.0,0.0,0.20000000000000048,0.0,0.0,0.0,0.0,0.0,0.20000000000000048,0.0,0.20000000000000048,0.0,0.20000000000000048,0.20000000000000048
1,27.2,19.0,10.6,0.0,19.0,10.8,0.0,0.0,-0.20000000000000048,0.0,0.0,0.0,0.0,0.0,-0.20000000000000048,0.0,0.20000000000000048,0.0,0.20000000000000048,0.20000000000000048
2,27.2,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,27.2,0.0,0.0,8.4,0.0,0.0,8.2,0.0,0.0,0.20000000000000048,0.0,0.0,0.0,0.0,0.0,0.20000000000000048,0.20000000000000048,0.0,0.20000000000000048,0.20000000000000048
0,27.4,19.0,8.6,0.0,19.0,8.4,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
1,27.4,19.0,10.4,0.0,19.0,10.6,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,0.0,0.0,-0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
2,27.4,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,27.4,0.0,0.0,8.6,0.0,0.0,8.4,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,27.6,19.0,8.733333333333333,0.06666666666666668,19.0,8.6,0.0,0.0,0.13333333333333347,0.06666666666666668,0.0,0.0,0.0,0.0,0.13333333333333347,0.06666666666666668,0.14907119849998612,0.0,0.14907119849998612,0.14907119849998612
1,27.6,19.0,10.200000000000001,0.0,19.0,10.4,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,0.0,0.0,-0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
2,27.6,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,27.6,0.0,0.0,8.799999999999999,0.0,0.0,8.6,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,27.8,19.0,8.866666666666667,0.13333333333333333,19.0,8.8,0.0,0.0,0.06666666666666643,0.13333333333333333,0.0,0.0,0.0,0.0,0.06666666666666643,0.13333333333333333,0.14907119849998587,0.0,0.14907119849998587,0.14907119849998587
1,27.8,19.0,10.0,0.0,19.0,10.2,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,0.0,0.0,-0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
2,27.8,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,27.8,0.0,0.0,9.0,0.0,0.0,8.8,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,28.0,19.0,8.818181818181818,0.19999999999999998,19.0,9.0,0.0,0.0,0.0,0.19999999999999998,0.0,-0.18181818181818196,0.0,0.0,-0.18181818181818196,0.19999999999999998,0.19999999999999998,0.18181818181818196,0.2702921590421547,0.2702921590421547
1,28.0,19.0,9.981818181818182,0.0,19.0,10.0,0.0,0.0,-0.19999999999999987,0.0,0.0,0.18181818181818196,0.0,0.0,-0.01818181818181791,0.0,0.19999999999999987,0.18181818181818196,0.01818181818181791,0.01818181818181791
2,28.0,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,28.0,0.0,0.0,9.2,0.0,0.0,9.0,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,28.2,19.0,8.514260454254792,0.521434886436302,19.0,9.0,0.2,0.0,0.0,0.20000000000000004,0.0,-0.48573954574520817,0.12143488643630193,0.0,-0.48573954574520817,0.32143488643630197,0.20000000000000004,0.5006888634117587,0.5824631254586675,0.5824631254586675
1,28.2,19.0,10.08573954574521,-0.12143488643630193,19.0,9.8,0.0,0.0,-0.20000000000000048,0.0,0.0,0.48573954574520817,-0.12143488643630193,0.0,0.28573954574520766,-0.12143488643630193,0.20000000000000048,0.5006888634117587,0.3104730578431487,0.3104730578431487
2,28.2,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,28.2,0.0,0.0,9.4,0.0,0.0,9.2,0.0,0.0,0.20000000000000048,0.0,0.0,0.0,0.0,0.0,0.20000000000000048,0.20000000000000048,0.0,0.20000000000000048,0.20000000000000048
0,28.4,19.0,8.426808502233403,0.9821276651777314,19.0,9.0,0.4,0.0,0.0,0.19999999999999998,0.0,-0.5731914977665968,0.38212766517773145,0.0,-0.5731914977665968,0.5821276651777314,0.19999999999999998,0.6888904452858227,0.8169584516223524,0.8169584516223524
1,28.4,19.0,9.973191497766596,-0.38212766517773145,19.0,9.6,0.0,0.0,-0.19999999999999987,0.0,0.0,0.5731914977665968,-0.38212766517773145,0.0,0.373191497766597,-0.38212766517773145,0.19999999999999987,0.6888904452858227,0.5341286797200282,0.5341286797200282
2,28.4,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,28.4,0.0,0.0,9.6,0.0,0.0,9.4,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,28.6,19.0,8.684539001488936,1.3065248310999293,19.0,9.0,0.6,0.0,0.06666666666666643,0.13333333333333333,0.0,-0.3821276651777311,0.5731914977665962,0.0,-0.3154609985110647,0.7065248310999295,0.14907119849998587,0.6888904452858219,0.7737525305563671,0.7737525305563671
1,28.6,19.0,9.582127665177731,-0.5731914977665962,19.0,9.4,0.0,0.0,-0.19999999999999987,0.0,0.0,0.3821276651777311,-0.5731914977665962,0.0,0.18212766517773124,-0.5731914977665962,0.19999999999999987,0.6888904452858219,0.6014307770101274,0.6014307770101274
2,28.6,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,28.6,0.0,0.0,9.799999999999999,0.0,0.0,9.6,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,28.8,19.0,9.011898446897032,1.3524062124118763,19.0,9.0,0.8,0.0,0.13333333333333347,0.06666666666666665,0.0,-0.12143488643630197,0.48573954574520967,0.0,0.011898446897031498,0.5524062124118763,0.1490711984999861,0.5006888634117601,0.5525343397018836,0.5525343397018836
1,28.8,19.0,9.121434886436301,-0.48573954574520967,19.0,9.2,0.0,0.0,-0.19999999999999987,0.0,0.0,0.12143488643630197,-0.48573954574520967,0.0,-0.0785651135636979,-0.48573954574520967,0.19999999999999987,0.5006888634117601,0.49205221610113636,0.49205221610113636
2,28.8,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,28.8,0.0,0.0,10.0,0.0,0.0,9.8,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,29.0,19.0,9.2,1.1818181818181819,19.0,9.0,1.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.18181818181818196,0.0,0.19999999999999987,0.18181818181818196,0.19999999999999987,0.18181818181818196,0.27029215904215464,0.27029215904215464
1,29.0,19.0,8.8,-0.18181818181818196,19.0,9.0,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,-0.18181818181818196,0.0,-0.19999999999999987,-0.18181818181818196,0.19999999999999987,0.18181818181818196,0.27029215904215464,0.27029215904215464
2,29.0,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,29.0,0.0,0.0,10.2,0.0,0.0,10.0,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,29.2,19.0,9.41550862543548,1.0387715635887014,19.0,9.2,1.0,0.0,0.20000000000000048,0.0,0.0,0.015508625435480528,0.038771563588701465,0.0,0.21550862543548102,0.038771563588701465,0.20000000000000048,0.041758251951090515,0.21896849494893822,0.21896849494893822
1,29.2,19.0,8.58449137456452,-0.038771563588701465,19.0,8.8,0.0,0.0,-0.20000000000000048,0.0,0.0,-0.015508625435480528,-0.038771563588701465,0.0,-0.21550862543548102,-0.038771563588701465,0.20000000000000048,0.041758251951090515,0.21896849494893822,0.21896849494893822
2,29.2,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,29.2,0.0,0.0,10.4,0.0,0.0,10.2,0.0,0.0,0.20000000000000048,0.0,0.0,0.0,0.0,0.0,0.20000000000000048,0.20000000000000048,0.0,0.20000000000000048,0.20000000000000048
0,29.4,19.0,9.6,1.0,19.0,9.4,1.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
1,29.4,19.0,8.4,0.0,19.0,8.6,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,0.0,0.0,-0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
2,29.4,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,29.4,0.0,0.0,10.6,0.0,0.0,10.4,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,29.6,19.0,9.799999999999999,1.0,19.0,9.6,1.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
1,29.6,19.0,8.2,0.0,19.0,8.4,0.0,0.0,-0.20000000000000018,0.0,0.0,0.0,0.0,0.0,-0.20000000000000018,0.0,0.20000000000000018,0.0,0.20000000000000018,0.20000000000000018
2,29.6,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,29.6,0.0,0.0,10.799999999999999,0.0,0.0,10.6,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,29.8,19.0,10.0,1.0,19.0,9.8,1.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
1,29.8,19.0,7.999999999999999,0.0,19.0,8.2,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,0.0,0.0,-0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
2,29.8,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,29.8,0.0,0.0,11.0,0.0,0.0,10.8,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,30.0,19.0,10.2,1.0,19.0,10.0,1.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
1,30.0,19.0,7.8,0.0,19.0,8.0,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,0.0,0.0,-0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
2,30.0,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,30.0,0.0,0.0,11.2,0.0,0.0,11.0,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,30.2,19.0,10.4,1.0,19.0,10.2,1.0,0.0,0.20000000000000048,0.0,0.0,0.0,0.0,0.0,0.20000000000000048,0.0,0.20000000000000048,0.0,0.20000000000000048,0.20000000000000048
1,30.2,19.0,7.6,0.0,19.0,7.8,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,0.0,0.0,-0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
2,30.2,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,30.2,0.0,0.0,11.4,0.0,0.0,11.2,0.0,0.0,0.20000000000000048,0.0,0.0,0.0,0.0,0.0,0.20000000000000048,0.20000000000000048,0.0,0.20000000000000048,0.20000000000000048
0,30.4,19.0,10.6,1.0,19.0,10.4,1.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
1,30.4,19.0,7.3999999999999995,0.0,19.0,7.6,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,0.0,0.0,-0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
2,30.4,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,30.4,0.0,0.0,11.6,0.0,0.0,11.4,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,30.6,19.0,10.799999999999999,1.0,19.0,10.6,1.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
1,30.6,19.0,7.2,0.0,19.0,7.4,0.0,0.0,-0.20000000000000018,0.0,0.0,0.0,0.0,0.0,-0.20000000000000018,0.0,0.20000000000000018,0.0,0.20000000000000018,0.20000000000000018
2,30.6,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,30.6,0.0,0.0,11.799999999999999,0.0,0.0,11.6,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,30.8,19.0,11.0,1.0,19.0,10.8,1.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
1,30.8,19.0,7.0,0.0,19.0,7.2,0.0,0.0,-0.20000000000000018,0.0,0.0,0.0,0.0,0.0,-0.20000000000000018,0.0,0.20000000000000018,0.0,0.20000000000000018,0.20000000000000018
2,30.8,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,30.8,0.0,0.0,12.0,0.0,0.0,11.8,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,31.0,19.0,11.2,1.0,19.0,11.0,1.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
1,31.0,19.0,6.8,0.0,19.0,7.0,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,0.0,0.0,-0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
2,31.0,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,31.0,0.0,0.0,12.2,0.0,0.0,12.0,0.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
0,31.2,19.0,11.4,1.0,19.0,11.2,1.0,0.0,0.20000000000000048,0.0,0.0,0.0,0.0,0.0,0.20000000000000048,0.0,0.20000000000000048,0.0,0.20000000000000048,0.20000000000000048
1,31.2,19.0,6.6,0.0,19.0,6.8,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,0.0,0.0,-0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
2,31.2,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,31.2,0.0,0.0,12.4,0.0,0.0,12.2,0.0,0.0,0.20000000000000048,0.0,0.0,0.0,0.0,0.0,0.20000000000000048,0.20000000000000048,0.0,0.20000000000000048,0.20000000000000048
0,31.4,19.0,11.6,1.0,19.0,11.4,1.0,0.0,0.19999999999999987,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
1,31.4,19.0,6.3999999999999995,0.0,19.0,6.6,0.0,0.0,-0.19999999999999987,0.0,0.0,0.0,0.0,0.0,-0.19999999999999987,0.0,0.19999999999999987,0.0,0.19999999999999987,0.19999999999999987
2,31.4,10.0,10.0,19.0,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
